广东频道,#genre#
广东卫视,http://123.121.167.34:8180/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://27.11.53.45:8009/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://106.110.110.186:3000/rtp/239.49.8.13:9422$1920x1080
广东卫视,http://27.187.249.183:4300/rtp/239.254.200.56:8048$1920x1080
广东卫视,http://60.26.3.206:7000/rtp/225.1.1.116:5002$1920x1080
广东卫视,http://106.110.110.162:3000/rtp/239.49.8.13:9422$1920x1080
广东卫视,http://222.130.80.88:4022/rtp/239.3.1.142:8048$1920x1080
广东卫视,http://27.11.45.165:8003/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://27.10.211.143:8004/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://222.68.72.9:5555/rtp/239.45.3.230:5140$1920x1080
广东卫视,http://27.10.225.21:8003/rtp/225.0.4.84:7980$1920x1080
广东卫视,http://36.56.123.71:4022/rtp/238.1.78.161:7160$1920x1080
大湾区卫视,https://skype.serv00.net/itouch.php?id=nfws$1920x1080
大湾区卫视,http://enlen.vip:4022/rtp/239.200.201.146:8136$720x576
大湾区卫视,http://218.18.4.142:8888/rtp/239.77.0.9:5146$720x576
大湾区卫视,http://14.145.234.231:8888/rtp/239.77.0.9:5146$720x576
江门综合,http://123.168.95.252:4000/rtp/239.21.2.27:5002$1920x1080
江门综合,http://39.164.202.90:8899/tsfile/live/0017_5.m3u8?key=txiptv&playlive=1&authid=0
江门综合,http://39.164.223.174:7799/tsfile/live/0017_4.m3u8?key=txiptv&playlive=1&authid=0
江门综合,http://116.22.59.251:4022/rtp/239.77.0.195:5146
江门综合,http://119.129.239.238:10000/rtp/239.77.0.195:5146
江门综合,http://113.119.192.13:8899/rtp/239.77.0.195:5146
江门综合,http://218.18.4.142:8888/rtp/239.77.0.195:5146
江门综合,http://14.124.116.125:9988/rtp/239.77.0.195:5146
江门综合,http://125.89.163.44:8888/rtp/239.77.0.195:5146
江门综合,http://14.19.179.71:4022/rtp/239.77.0.195:5146
江门综合,http://183.31.9.150:9001/rtp/239.77.0.195:5146
江门综合,http://116.22.58.93:4022/rtp/239.77.0.195:5146
江门综合,http://218.20.124.161:4022/rtp/239.77.0.195:5146
江门综合,http://183.7.123.15:4022/rtp/239.77.0.195:5146
江门综合,http://113.83.248.53:4200/rtp/239.77.0.195:5146
江门侨乡生活,http://116.22.59.251:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://119.129.239.238:10000/rtp/239.77.0.196:5146
江门侨乡生活,http://113.119.192.13:8899/rtp/239.77.0.196:5146
江门侨乡生活,http://218.18.4.142:8888/rtp/239.77.0.196:5146
江门侨乡生活,http://14.124.116.125:9988/rtp/239.77.0.196:5146
江门侨乡生活,http://125.89.163.44:8888/rtp/239.77.0.196:5146
江门侨乡生活,http://14.19.179.71:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://183.31.9.150:9001/rtp/239.77.0.196:5146
江门侨乡生活,http://116.22.58.93:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://218.20.124.161:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://183.7.123.15:4022/rtp/239.77.0.196:5146
江门侨乡生活,http://113.83.248.53:4200/rtp/239.77.0.196:5146
江门侨乡生活,http://116.18.36.100:4000/rtp/239.77.0.196:5146
江门侨乡生活,http://113.119.63.22:8090/rtp/239.77.0.196:5146
江门侨乡生活,http://113.93.51.38:2000/rtp/239.77.0.196:5146
新会综合,https://skype.serv00.net/itouch.php?id=xhzh$1920x1080
新会综合,http://39.164.202.90:8899/tsfile/live/0017_5.m3u8?key=txiptv&playlive=1&authid=0
新会综合,http://39.164.223.174:7799/tsfile/live/0017_4.m3u8?key=txiptv&playlive=1&authid=0
鹤山综合,https://skype.serv00.net/itouch.php?id=hszh$1920x1080
鹤山综合,http://39.164.202.90:8899/tsfile/live/0017_5.m3u8?key=txiptv&playlive=1&authid=0
鹤山综合,http://39.164.223.174:7799/tsfile/live/0017_4.m3u8?key=txiptv&playlive=1&authid=0
佛山综合,http://39.164.202.90:8899/tsfile/live/0017_5.m3u8?key=txiptv&playlive=1&authid=0
佛山综合,http://39.164.223.174:7799/tsfile/live/0017_4.m3u8?key=txiptv&playlive=1&authid=0
佛山综合,http://116.22.59.251:4022/rtp/239.253.43.52:5146
佛山综合,http://119.129.239.238:10000/rtp/239.253.43.52:5146
佛山综合,http://113.119.192.13:8899/rtp/239.253.43.52:5146
佛山综合,http://218.18.4.142:8888/rtp/239.253.43.52:5146
佛山综合,http://14.124.116.125:9988/rtp/239.253.43.52:5146
佛山综合,http://125.89.163.44:8888/rtp/239.253.43.52:5146
佛山综合,http://14.19.179.71:4022/rtp/239.253.43.52:5146
佛山综合,http://183.31.9.150:9001/rtp/239.253.43.52:5146
佛山综合,http://116.22.58.93:4022/rtp/239.253.43.52:5146
佛山综合,http://218.20.124.161:4022/rtp/239.253.43.52:5146
佛山综合,http://183.7.123.15:4022/rtp/239.253.43.52:5146
佛山综合,http://113.83.248.53:4200/rtp/239.253.43.52:5146
佛山综合,http://116.18.36.100:4000/rtp/239.253.43.52:5146
佛山公共,http://116.22.59.251:4022/rtp/239.253.43.48:5146
佛山公共,http://119.129.239.238:10000/rtp/239.253.43.48:5146
佛山公共,http://113.119.192.13:8899/rtp/239.253.43.48:5146
佛山公共,http://218.18.4.142:8888/rtp/239.253.43.48:5146
佛山公共,http://14.124.116.125:9988/rtp/239.253.43.48:5146
佛山公共,http://125.89.163.44:8888/rtp/239.253.43.48:5146
佛山公共,http://14.19.179.71:4022/rtp/239.253.43.48:5146
佛山公共,http://183.31.9.150:9001/rtp/239.253.43.48:5146
佛山公共,http://116.22.58.93:4022/rtp/239.253.43.48:5146
佛山公共,http://218.20.124.161:4022/rtp/239.253.43.48:5146
佛山公共,http://183.7.123.15:4022/rtp/239.253.43.48:5146
佛山公共,http://113.83.248.53:4200/rtp/239.253.43.48:5146
佛山公共,http://116.18.36.100:4000/rtp/239.253.43.48:5146
佛山公共,http://113.119.63.22:8090/rtp/239.253.43.48:5146
佛山公共,http://113.93.51.38:2000/rtp/239.253.43.48:5146
佛山影视,http://116.22.59.251:4022/rtp/239.253.43.51:5146
佛山影视,http://119.129.239.238:10000/rtp/239.253.43.51:5146
佛山影视,http://113.119.192.13:8899/rtp/239.253.43.51:5146
佛山影视,http://218.18.4.142:8888/rtp/239.253.43.51:5146
佛山影视,http://14.124.116.125:9988/rtp/239.253.43.51:5146
佛山影视,http://125.89.163.44:8888/rtp/239.253.43.51:5146
佛山影视,http://14.19.179.71:4022/rtp/239.253.43.51:5146
佛山影视,http://183.31.9.150:9001/rtp/239.253.43.51:5146
佛山影视,http://116.22.58.93:4022/rtp/239.253.43.51:5146
佛山影视,http://218.20.124.161:4022/rtp/239.253.43.51:5146
佛山影视,http://183.7.123.15:4022/rtp/239.253.43.51:5146
佛山影视,http://113.83.248.53:4200/rtp/239.253.43.51:5146
佛山影视,http://116.18.36.100:4000/rtp/239.253.43.51:5146
佛山影视,http://113.119.63.22:8090/rtp/239.253.43.51:5146
佛山影视,http://113.93.51.38:2000/rtp/239.253.43.51:5146
深圳卫视,http://106.110.110.186:3000/rtp/239.49.8.15:9430$1920x1080
深圳卫视,http://60.26.3.206:7000/rtp/225.1.1.117:5002$1920x1080
深圳卫视,http://27.11.45.165:8003/rtp/225.0.4.202:7980$1920x1080
深圳卫视,http://106.110.110.162:3000/rtp/239.49.8.15:9430$1920x1080
深圳卫视,http://222.68.72.9:5555/rtp/239.45.3.231:5140$1920x1080
深圳卫视,http://221.197.146.23:8686/rtp/225.1.1.117:5002$1920x1080
深圳卫视,http://27.187.249.183:4300/rtp/239.254.200.50:8020$1920x1080
深圳卫视,http://171.120.200.185:8003/rtp/226.0.1.150:3079$1920x1080
深圳卫视,http://123.121.167.34:8180/rtp/239.3.1.134:8020$1920x1080
深圳卫视,http://27.10.225.21:8003/rtp/225.0.4.202:7980$1920x1080
深圳卫视,http://111.165.223.75:8000/rtp/225.1.1.117:5002$1920x1080
深圳卫视,http://117.32.85.74:8020/rtp/239.109.205.189:9602$1920x1080
深圳卫视,http://117.32.84.221:8020/rtp/239.109.205.189:9602$1920x1080
深圳卫视,http://116.179.135.122:90/rtp/226.0.1.150:3079$1920x1080
深圳卫视,http://111.167.224.68:8888/rtp/225.1.1.117:5002$1920x1080
央视频道,#genre#
CCTV-1,http://27.11.45.165:8003/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://222.68.72.9:5555/rtp/239.45.3.145:5140$1920x1080
CCTV-1,http://106.110.110.162:3000/rtp/239.49.8.19:9614$1920x1080
CCTV-1,http://60.26.3.206:7000/rtp/225.1.1.120:5002$1920x1080
CCTV-1,http://36.62.124.141:4000/rtp/238.1.78.166:7200$1920x1080
CCTV-1,http://60.169.42.1:4000/rtp/238.1.78.166:7200$1920x1080
CCTV-1,http://171.120.200.185:8003/rtp/226.0.1.157:3086$1920x1080
CCTV-1,http://106.110.110.186:3000/rtp/239.49.8.19:9614$1920x1080
CCTV-1,http://27.10.225.21:8003/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://36.56.123.71:4022/rtp/238.1.78.166:7200$1920x1080
CCTV-1,http://111.165.223.75:8000/rtp/225.1.1.120:5002$1920x1080
CCTV-1,http://27.10.213.42:8004/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://221.197.146.23:8686/rtp/225.1.1.120:5002$1920x1080
CCTV-1,http://27.11.49.16:8005/rtp/225.0.4.74:7980$1920x1080
CCTV-1,http://117.32.85.74:8020/rtp/239.109.205.118:8880$1920x1080
CCTV-2,http://125.36.77.20:8888/rtp/225.1.1.133:5002$1920x1080
CCTV-2,http://27.11.50.23:8001/rtp/225.0.4.132:7980$1920x1080
CCTV-2,http://27.11.52.208:8001/rtp/225.0.4.132:7980$1920x1080
CCTV-2,http://27.11.53.118:8001/rtp/225.0.4.132:7980$1920x1080
CCTV-2,http://enlen.vip:4022/rtp/239.200.200.104:8084$1920x1080
CCTV-2,http://106.59.3.147:55555/rtp/239.200.200.104:8084$1920x1080
CCTV-2,https://cntv.lat/tv/live.php?auth=231110&id=cctv2$1280x720
CCTV-2,http://220.185.70.238:9999/rtp/233.50.200.47:5140$720x576
CCTV-2,http://60.163.207.232:9999/rtp/233.50.200.47:5140$720x576
CCTV-2,http://115.229.184.92:9999/rtp/233.50.200.47:5140$720x576
CCTV-2,http://125.119.55.115:8888/rtp/233.50.200.47:5140$720x576
CCTV-2,http://222.71.95.178:9901/tsfile/live/0001_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://116.233.34.25:7777/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.216.229.130:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://27.11.50.23:8002/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.11.52.208:8001/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.11.53.118:8001/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.11.63.39:8004/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://enlen.vip:4022/rtp/239.200.200.18:9008$1920x1080
CCTV-3,http://27.10.213.146:8005/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://27.10.72.211:8005/rtp/225.0.4.142:7980$1920x1080
CCTV-3,http://220.185.70.238:9999/rtp/233.50.201.16:5140$720x576
CCTV-3,http://115.229.184.92:9999/rtp/233.50.201.16:5140$720x576
CCTV-3,http://222.71.95.178:9901/tsfile/live/0001_3.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://116.233.34.25:7777/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.216.229.130:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://123.139.57.170:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,http://27.11.52.208:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://123.144.186.160:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://27.11.63.39:8004/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://27.10.209.248:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://27.10.213.146:8004/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://27.10.213.146:8005/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://27.11.53.118:8001/rtp/225.0.4.176:7980$1920x1080
CCTV-4,http://enlen.vip:4022/rtp/239.200.200.128:8652$1920x1080
CCTV-4,http://60.163.207.232:9999/rtp/233.50.201.4:5140$720x576
CCTV-4,http://220.185.70.238:9999/rtp/233.50.201.4:5140$720x576
CCTV-4,http://115.229.184.92:9999/rtp/233.50.201.4:5140$720x576
CCTV-4,http://125.119.55.115:8888/rtp/233.50.201.4:5140$720x576
CCTV-4,http://222.71.95.178:9901/tsfile/live/0001_4.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://116.233.34.25:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4,http://58.216.229.130:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://27.11.52.208:8001/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://27.10.213.42:8002/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://enlen.vip:4022/rtp/239.200.201.5:4120$1920x1080
CCTV-5,http://27.10.213.146:8005/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://27.11.63.39:8004/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://27.10.72.211:8005/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://115.229.184.92:9999/rtp/233.50.200.245:5140$1920x1080
CCTV-5,http://60.163.207.232:9999/rtp/233.50.200.245:5140$1920x1080
CCTV-5,http://27.10.209.248:8001/rtp/225.0.4.143:7980$1920x1080
CCTV-5,http://220.185.70.238:9999/rtp/233.50.200.245:5140$1920x1080
CCTV-5,http://222.71.95.178:9901/tsfile/live/0001_5.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://116.233.34.25:7777/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://58.216.229.130:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5,http://59.173.243.210:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://122.224.232.226:8888/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://27.10.213.42:8002/rtp/225.0.4.73:7980$1920x1080
CCTV-5+,http://139.170.104.158:8000/rtp/239.120.2.59:5141$1920x1080
CCTV-5+,http://220.185.70.238:9999/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://60.163.207.232:9999/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://27.11.63.39:8004/rtp/225.0.4.73:7980$1920x1080
CCTV-5+,http://115.229.184.92:9999/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://139.170.104.158:8000/rtp/239.120.1.245:9428$1920x1080
CCTV-5+,http://61.130.232.196:8881/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://27.10.211.143:8002/rtp/225.0.4.73:7980$1920x1080
CCTV-5+,http://125.119.55.115:8888/rtp/233.50.201.220:5140$1920x1080
CCTV-5+,http://222.71.95.178:9901/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://116.233.34.25:7777/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://59.173.243.210:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,http://123.129.70.178:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://27.10.213.42:8002/rtp/225.0.4.144:7980$1920x1080
CCTV-6,http://27.10.211.143:8002/rtp/225.0.4.144:7980$1920x1080
CCTV-6,http://27.10.209.211:8004/rtp/225.0.4.144:7980$1920x1080
CCTV-6,http://enlen.vip:4022/rtp/239.200.200.21:9020$1920x1080
CCTV-6,http://27.10.209.248:8001/rtp/225.0.4.144:7980$1920x1080
CCTV-6,http://139.170.104.158:8000/rtp/239.120.2.38:5141$1920x1080
CCTV-6,http://220.185.70.238:9999/rtp/233.50.201.18:5140$720x576
CCTV-6,http://115.229.184.92:9999/rtp/233.50.201.18:5140$720x576
CCTV-6,http://125.119.55.115:8888/rtp/233.50.201.18:5140$720x576
CCTV-6,http://222.71.95.178:9901/tsfile/live/0001_6.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://116.233.34.25:7777/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://58.216.229.130:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://58.220.219.14:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://59.173.243.210:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://123.139.57.170:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,http://111.167.224.68:8888/rtp/225.1.1.138:5002$1920x1080
CCTV-7,http://27.11.52.208:8001/rtp/225.0.4.127:7980$1920x1080
CCTV-7,http://27.11.53.118:8001/rtp/225.0.4.127:7980$1920x1080
CCTV-7,http://enlen.vip:4022/rtp/239.200.200.105:8104$1920x1080
CCTV-7,http://27.10.213.146:8005/rtp/225.0.4.127:7980$1920x1080
CCTV-7,http://27.10.72.211:8005/rtp/225.0.4.127:7980$1920x1080
CCTV-7,http://220.185.70.238:9999/rtp/233.50.200.48:5140$720x576
CCTV-7,http://60.163.207.232:9999/rtp/233.50.200.48:5140$720x576
CCTV-7,http://115.229.184.92:9999/rtp/233.50.200.48:5140$720x576
CCTV-7,http://125.119.55.115:8888/rtp/233.50.200.48:5140$720x576
CCTV-7,http://222.71.95.178:9901/tsfile/live/0001_7.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://116.233.34.25:7777/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.216.229.130:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://58.220.219.14:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7,http://59.173.243.210:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://27.11.53.118:8001/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.11.52.208:8001/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.10.209.211:8004/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.10.72.211:8005/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.10.211.143:8002/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.11.63.39:8004/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://27.10.209.248:8001/rtp/225.0.4.137:7980$1920x1080
CCTV-8,http://222.71.95.178:9901/tsfile/live/0001_8.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://116.233.34.25:7777/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.216.229.130:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.220.219.14:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://59.173.243.210:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://123.139.57.170:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://58.57.21.166:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://111.167.224.68:8888/rtp/225.1.1.119:5002$1920x1080
CCTV-9,http://nas.hssvm.com:8888/udp/225.1.1.119:5002$1920x1080
CCTV-9,http://27.11.53.118:8001/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://123.145.60.36:8002/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://27.11.52.208:8001/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://27.11.63.39:8004/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://27.10.213.146:8005/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://27.10.72.211:8005/rtp/225.0.4.131:7980$1920x1080
CCTV-9,http://enlen.vip:4022/rtp/239.200.200.106:8112$1920x1080
CCTV-9,http://60.163.207.232:9999/rtp/233.50.200.23:5140$1920x1080
CCTV-9,http://220.185.70.238:9999/rtp/233.50.200.23:5140$1920x1080
CCTV-9,http://115.229.184.92:9999/rtp/233.50.200.23:5140$1920x1080
CCTV-9,http://222.71.95.178:9901/tsfile/live/0001_9.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://116.233.34.25:7777/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9,http://58.216.229.130:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://27.11.50.23:8001/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://123.144.186.160:8001/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.11.63.39:8004/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.11.53.118:8001/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.11.52.208:8001/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.10.213.42:8002/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.10.211.143:8002/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://27.10.72.211:8005/rtp/225.0.4.130:7980$1920x1080
CCTV-10,http://60.163.207.232:9999/rtp/233.50.200.87:5140$720x576
CCTV-10,http://220.185.70.238:9999/rtp/233.50.200.87:5140$720x576
CCTV-10,http://115.229.184.92:9999/rtp/233.50.200.87:5140$720x576
CCTV-10,http://222.71.95.178:9901/tsfile/live/0001_10.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://116.233.34.25:7777/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.216.229.130:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10,http://58.220.219.14:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://27.11.52.208:8007/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://27.11.53.45:8009/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://220.192.1.61:8008/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://220.192.1.61:8001/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://123.145.60.36:8002/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://123.144.186.160:8001/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://123.145.77.53:8001/rtp/225.0.4.218:7980$1920x1080
CCTV-11,http://enlen.vip:4022/rtp/239.200.201.125:8480$1920x1080
CCTV-11,http://111.167.224.68:8888/rtp/225.1.1.22:5002$720x576
CCTV-11,http://60.163.207.232:9999/rtp/233.50.200.88:5140$720x576
CCTV-11,http://220.185.70.238:9999/rtp/233.50.200.88:5140$720x576
CCTV-11,http://115.229.184.92:9999/rtp/233.50.200.88:5140$720x576
CCTV-11,http://122.224.232.218:8888/rtp/233.50.200.88:5140$720x576
