广东频道,#genre#
CCTV-2,https://cntv.lat/tv/live.php?auth=231110&id=cctv2$1280x720
CCTV-2,http://106.111.74.38:10001/rtp/239.49.8.130:6000
CCTV-2,http://106.111.74.38:10001/rtp/239.49.1.2:6000
CCTV-2,http://218.67.183.51:8888/rtp/225.1.1.133:5002
CCTV-2,http://60.169.42.1:4000/rtp/238.1.78.235:7752
CCTV-2,http://121.239.191.168:8888/rtp/239.49.8.130:6000
CCTV-2,http://121.239.191.168:8888/rtp/239.49.1.2:6000
CCTV-2,http://121.227.3.59:5555/rtp/239.49.8.130:6000
CCTV-2,http://121.227.3.59:5555/rtp/239.49.1.2:6000
CCTV-2,http://117.67.8.236:4000/rtp/238.1.78.235:7752
CCTV-2,http://117.85.24.13:8800/rtp/239.49.8.130:6000
CCTV-2,http://117.85.24.13:8800/rtp/239.49.1.2:6000
CCTV-3,http://60.7.56.33:4000/rtp/239.253.92.191:6057$1920x1080
CCTV-3,http://171.213.195.171:5555/rtp/239.93.1.11:2223$1920x1080
CCTV-3,http://enlen.vip:4022/rtp/239.200.200.18:9008$1920x1080
CCTV-3,http://106.111.74.38:10001/rtp/239.49.9.31:6000
CCTV-3,http://106.111.74.38:10001/rtp/239.49.1.3:6000
CCTV-3,http://218.67.183.51:8888/rtp/225.1.1.158:5002
CCTV-3,http://60.169.42.1:4000/rtp/238.1.78.170:7232
CCTV-3,http://121.239.191.168:8888/rtp/239.49.9.31:6000
CCTV-3,http://121.239.191.168:8888/rtp/239.49.1.3:6000
CCTV-3,http://121.227.3.59:5555/rtp/239.49.9.31:6000
CCTV-3,http://121.227.3.59:5555/rtp/239.49.1.3:6000
CCTV-3,http://117.67.8.236:4000/rtp/238.1.78.170:7232
CCTV-3,http://117.85.24.13:8800/rtp/239.49.9.31:6000
CCTV-3,http://117.85.24.13:8800/rtp/239.49.1.3:6000
CCTV-3,http://180.114.228.248:8800/rtp/239.49.9.31:6000
CCTV-4,http://sweetown.fun:4000/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://106.111.74.38:10001/rtp/239.49.8.131:6000
CCTV-4,http://106.111.74.38:10001/rtp/239.49.1.4:6000
CCTV-4,http://218.67.183.51:8888/rtp/225.1.1.150:5002
CCTV-4,http://60.169.42.1:4000/rtp/238.1.78.236:7760
CCTV-4,http://121.239.191.168:8888/rtp/239.49.8.131:6000
CCTV-4,http://121.239.191.168:8888/rtp/239.49.1.4:6000
CCTV-4,http://121.227.3.59:5555/rtp/239.49.8.131:6000
CCTV-4,http://121.227.3.59:5555/rtp/239.49.1.4:6000
CCTV-4,http://117.67.8.236:4000/rtp/238.1.78.236:7760
CCTV-4,http://117.85.24.13:8800/rtp/239.49.8.131:6000
CCTV-4,http://117.85.24.13:8800/rtp/239.49.1.4:6000
CCTV-4,http://180.114.228.248:8800/rtp/239.49.8.131:6000
CCTV-4,http://117.90.158.212:8800/rtp/239.49.8.131:6000
CCTV-4,http://180.114.228.248:8800/rtp/239.49.1.4:6000
CCTV-5,http://sweetown.fun:4000/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://106.111.74.38:10001/rtp/239.49.9.32:6000
CCTV-5,http://106.111.74.38:10001/rtp/239.49.1.5:6000
CCTV-5,http://218.67.183.51:8888/rtp/225.1.1.160:5002
CCTV-5,http://60.169.42.1:4000/rtp/238.1.78.171:7240
CCTV-5,http://121.239.191.168:8888/rtp/239.49.9.32:6000
CCTV-5,http://121.239.191.168:8888/rtp/239.49.1.5:6000
CCTV-5,http://121.227.3.59:5555/rtp/239.49.9.32:6000
CCTV-5,http://121.227.3.59:5555/rtp/239.49.1.5:6000
CCTV-5,http://117.67.8.236:4000/rtp/238.1.78.171:7240
CCTV-5,http://117.85.24.13:8800/rtp/239.49.9.32:6000
CCTV-5,http://117.85.24.13:8800/rtp/239.49.1.5:6000
CCTV-5,http://180.114.228.248:8800/rtp/239.49.9.32:6000
CCTV-5,http://117.90.158.212:8800/rtp/239.49.9.32:6000
CCTV-5,http://180.114.228.248:8800/rtp/239.49.1.5:6000
CCTV-5+,http://171.213.195.171:5555/rtp/239.93.1.36:8004$1920x1080
CCTV-5+,http://119.98.175.25:85/rtp/239.69.1.12:9712$1920x1080
CCTV-5+,http://123.145.31.145:8003/rtp/225.0.4.73:7980$1920x1080
CCTV-5+,http://106.111.74.38:10001/rtp/239.49.8.137:6000
CCTV-5+,http://218.67.183.51:8888/rtp/225.1.1.121:5002
CCTV-5+,http://60.169.42.1:4000/rtp/238.1.78.237:7768
CCTV-5+,http://121.239.191.168:8888/rtp/239.49.8.137:6000
CCTV-5+,http://121.227.3.59:5555/rtp/239.49.8.137:6000
CCTV-5+,http://117.67.8.236:4000/rtp/238.1.78.237:7768
CCTV-5+,http://117.85.24.13:8800/rtp/239.49.8.137:6000
CCTV-5+,http://180.114.228.248:8800/rtp/239.49.8.137:6000
CCTV-5+,http://117.90.158.212:8800/rtp/239.49.8.137:6000
CCTV-5+,http://27.11.56.206:8010/rtp/225.0.4.73:7980
CCTV-5+,http://27.10.76.34:8001/rtp/225.0.4.73:7980
CCTV-5+,http://27.10.76.34:8006/rtp/225.0.4.73:7980
CCTV-6,http://sweetown.fun:4000/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://60.7.56.33:4000/rtp/239.253.92.193:6058$1920x1080
CCTV-6,http://106.111.74.38:10001/rtp/239.49.9.33:6000
CCTV-6,http://106.111.74.38:10001/rtp/239.49.1.6:6000
CCTV-6,http://218.67.183.51:8888/rtp/225.1.1.195:5002
CCTV-6,http://60.169.42.1:4000/rtp/238.1.78.172:7248
CCTV-6,http://121.239.191.168:8888/rtp/239.49.9.33:6000
CCTV-6,http://121.239.191.168:8888/rtp/239.49.1.6:6000
CCTV-6,http://121.227.3.59:5555/rtp/239.49.9.33:6000
CCTV-6,http://121.227.3.59:5555/rtp/239.49.1.6:6000
CCTV-6,http://117.67.8.236:4000/rtp/238.1.78.172:7248
CCTV-6,http://117.85.24.13:8800/rtp/239.49.9.33:6000
CCTV-6,http://117.85.24.13:8800/rtp/239.49.1.6:6000
CCTV-6,http://180.114.228.248:8800/rtp/239.49.9.33:6000
CCTV-6,http://117.90.158.212:8800/rtp/239.49.9.33:6000
CCTV-7,http://sweetown.fun:4000/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://117.67.8.236:4000/rtp/238.1.78.239:7784$1920x1080
CCTV-7,http://123.145.31.145:8003/rtp/225.0.4.127:7980$1920x1080
CCTV-7,http://106.111.74.38:10001/rtp/239.49.8.132:6000
CCTV-7,http://106.111.74.38:10001/rtp/239.49.1.254:6000
CCTV-7,http://218.67.183.51:8888/rtp/225.1.1.138:5002
CCTV-7,http://60.169.42.1:4000/rtp/238.1.78.239:7784
CCTV-7,http://121.239.191.168:8888/rtp/239.49.8.132:6000
CCTV-7,http://121.239.191.168:8888/rtp/239.49.1.254:6000
CCTV-7,http://121.227.3.59:5555/rtp/239.49.8.132:6000
CCTV-7,http://121.227.3.59:5555/rtp/239.49.1.254:6000
CCTV-7,http://117.67.8.236:4000/rtp/238.1.78.239:7784
CCTV-7,http://117.85.24.13:8800/rtp/239.49.8.132:6000
CCTV-7,http://117.85.24.13:8800/rtp/239.49.1.254:6000
CCTV-7,http://180.114.228.248:8800/rtp/239.49.8.132:6000
CCTV-8,http://sweetown.fun:4000/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://117.67.8.236:4000/rtp/238.1.78.173:7256$1920x1080
CCTV-8,http://106.111.74.38:10001/rtp/239.49.9.34:6000
CCTV-8,http://106.111.74.38:10001/rtp/239.49.1.8:6000
CCTV-8,http://218.67.183.51:8888/rtp/225.1.1.196:5002
CCTV-8,http://60.169.42.1:4000/rtp/238.1.78.173:7256
CCTV-8,http://121.239.191.168:8888/rtp/239.49.9.34:6000
CCTV-8,http://121.239.191.168:8888/rtp/239.49.1.8:6000
CCTV-8,http://121.227.3.59:5555/rtp/239.49.9.34:6000
CCTV-8,http://121.227.3.59:5555/rtp/239.49.1.8:6000
CCTV-8,http://117.67.8.236:4000/rtp/238.1.78.173:7256
CCTV-8,http://117.85.24.13:8800/rtp/239.49.9.34:6000
CCTV-8,http://117.85.24.13:8800/rtp/239.49.1.8:6000
CCTV-8,http://180.114.228.248:8800/rtp/239.49.9.34:6000
CCTV-8,http://117.90.158.212:8800/rtp/239.49.9.34:6000
CCTV-9,http://sweetown.fun:4000/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://nas.hssvm.com:8888/udp/225.1.1.119:5002$1920x1080
CCTV-9,http://117.67.8.236:4000/rtp/238.1.78.240:7792$1920x1080
CCTV-9,http://enlen.vip:4022/rtp/239.200.200.106:8112$1920x1080
CCTV-9,http://106.111.74.38:10001/rtp/239.49.8.133:6000
CCTV-9,http://218.67.183.51:8888/rtp/225.1.1.119:5002
CCTV-9,http://60.169.42.1:4000/rtp/238.1.78.240:7792
CCTV-9,http://121.239.191.168:8888/rtp/239.49.8.133:6000
CCTV-9,http://121.227.3.59:5555/rtp/239.49.8.133:6000
CCTV-9,http://117.67.8.236:4000/rtp/238.1.78.240:7792
CCTV-9,http://117.85.24.13:8800/rtp/239.49.8.133:6000
CCTV-9,http://180.114.228.248:8800/rtp/239.49.8.133:6000
CCTV-9,http://117.90.158.212:8800/rtp/239.49.8.133:6000
CCTV-9,http://27.11.56.206:8010/rtp/225.0.4.131:7980
CCTV-9,http://27.10.76.34:8001/rtp/225.0.4.131:7980
CCTV-10,http://106.111.74.38:10001/rtp/239.49.8.134:6000
CCTV-10,http://106.111.74.38:10001/rtp/239.49.1.10:6000
CCTV-10,http://218.67.183.51:8888/rtp/225.1.1.140:5002
CCTV-10,http://60.169.42.1:4000/rtp/238.1.78.241:7800
CCTV-10,http://121.239.191.168:8888/rtp/239.49.8.134:6000
CCTV-10,http://121.239.191.168:8888/rtp/239.49.1.10:6000
CCTV-10,http://121.227.3.59:5555/rtp/239.49.8.134:6000
CCTV-10,http://121.227.3.59:5555/rtp/239.49.1.10:6000
CCTV-10,http://117.67.8.236:4000/rtp/238.1.78.241:7800
CCTV-10,http://117.85.24.13:8800/rtp/239.49.8.134:6000
CCTV-10,http://117.85.24.13:8800/rtp/239.49.1.10:6000
CCTV-10,http://180.114.228.248:8800/rtp/239.49.8.134:6000
CCTV-10,http://117.90.158.212:8800/rtp/239.49.8.134:6000
CCTV-10,http://180.114.228.248:8800/rtp/239.49.1.10:6000
CCTV-10,http://117.90.158.212:8800/rtp/239.49.1.10:6000
CCTV-11,http://sweetown.fun:4000/rtp/239.3.1.152:8120$1920x1080
CCTV-11,http://171.213.195.171:5555/rtp/239.93.0.102:5140$1920x1080
CCTV-11,http://106.111.74.38:10001/rtp/239.49.1.11:6000
CCTV-11,http://218.67.183.51:8888/rtp/225.1.2.192:5002
CCTV-11,http://60.169.42.1:4000/rtp/238.1.78.206:7502
CCTV-11,http://121.239.191.168:8888/rtp/239.49.1.11:6000
CCTV-11,http://121.227.3.59:5555/rtp/239.49.1.11:6000
CCTV-11,http://117.67.8.236:4000/rtp/238.1.78.206:7502
CCTV-11,http://117.85.24.13:8800/rtp/239.49.1.11:6000
CCTV-11,http://180.114.228.248:8800/rtp/239.49.1.11:6000
CCTV-11,http://117.90.158.212:8800/rtp/239.49.1.11:6000
CCTV-11,http://27.11.56.206:8010/rtp/225.0.4.218:7980
CCTV-11,http://27.10.76.34:8001/rtp/225.0.4.218:7980
CCTV-11,http://27.10.76.34:8006/rtp/225.0.4.218:7980
CCTV-11,http://60.220.163.12:4000/rtp/226.0.2.28:8136
CCTV-12,http://sweetown.fun:4000/rtp/239.3.1.64:8124$1920x1080
CCTV-12,http://171.213.195.171:5555/rtp/239.93.1.30:8124$1920x1080
CCTV-12,http://106.111.74.38:10001/rtp/239.49.8.135:6000
CCTV-12,http://106.111.74.38:10001/rtp/239.49.1.12:6000
CCTV-12,http://218.67.183.51:8888/rtp/225.1.1.142:5002
CCTV-12,http://60.169.42.1:4000/rtp/238.1.78.242:7808
CCTV-12,http://121.239.191.168:8888/rtp/239.49.8.135:6000
CCTV-12,http://121.239.191.168:8888/rtp/239.49.1.12:6000
CCTV-12,http://121.227.3.59:5555/rtp/239.49.8.135:6000
CCTV-12,http://121.227.3.59:5555/rtp/239.49.1.12:6000
CCTV-12,http://117.67.8.236:4000/rtp/238.1.78.242:7808
CCTV-12,http://117.85.24.13:8800/rtp/239.49.8.135:6000
CCTV-12,http://117.85.24.13:8800/rtp/239.49.1.12:6000
CCTV-12,http://180.114.228.248:8800/rtp/239.49.8.135:6000
CCTV-12,http://117.90.158.212:8800/rtp/239.49.8.135:6000
CCTV-13,http://sweetown.fun:4000/rtp/239.3.1.124:8128$1920x1080
CCTV-13,http://106.111.74.38:10001/rtp/239.49.9.43:6000
CCTV-13,http://106.111.74.38:10001/rtp/239.49.1.13:6000
CCTV-13,http://218.67.183.51:8888/rtp/225.1.2.193:5002
CCTV-13,http://60.169.42.1:4000/rtp/238.1.79.35:4392
CCTV-13,http://121.239.191.168:8888/rtp/239.49.9.43:6000
CCTV-13,http://121.239.191.168:8888/rtp/239.49.1.13:6000
CCTV-13,http://121.227.3.59:5555/rtp/239.49.9.43:6000
CCTV-13,http://121.227.3.59:5555/rtp/239.49.1.13:6000
CCTV-13,http://117.67.8.236:4000/rtp/238.1.79.35:4392
CCTV-13,http://117.85.24.13:8800/rtp/239.49.9.43:6000
CCTV-13,http://117.85.24.13:8800/rtp/239.49.1.13:6000
CCTV-13,http://180.114.228.248:8800/rtp/239.49.9.43:6000
CCTV-13,http://117.90.158.212:8800/rtp/239.49.9.43:6000
CCTV-13,http://180.114.228.248:8800/rtp/239.49.1.13:6000
CCTV-14,http://sweetown.fun:4000/rtp/239.3.1.65:8132$1920x1080
CCTV-14,http://enlen.vip:4022/rtp/239.200.200.109:8132$1920x1080
CCTV-14,http://123.145.31.145:8003/rtp/225.0.4.128:7980$1920x1080
CCTV-14,http://60.7.56.33:4000/rtp/239.253.92.198:6063
CCTV-14,http://106.111.74.38:10001/rtp/239.49.8.136:6000
CCTV-14,http://106.111.74.38:10001/rtp/239.49.1.14:6000
CCTV-14,http://218.67.183.51:8888/rtp/225.1.1.144:5002
CCTV-14,http://60.169.42.1:4000/rtp/238.1.78.243:7816
CCTV-14,http://121.239.191.168:8888/rtp/239.49.8.136:6000
CCTV-14,http://121.239.191.168:8888/rtp/239.49.1.14:6000
CCTV-14,http://121.227.3.59:5555/rtp/239.49.8.136:6000
CCTV-14,http://121.227.3.59:5555/rtp/239.49.1.14:6000
CCTV-14,http://117.67.8.236:4000/rtp/238.1.78.243:7816
CCTV-14,http://117.85.24.13:8800/rtp/239.49.8.136:6000
CCTV-14,http://117.85.24.13:8800/rtp/239.49.1.14:6000
CCTV-15,http://sweetown.fun:4000/rtp/239.3.1.153:8136$1920x1080
CCTV-15,http://60.7.56.33:4000/rtp/239.253.93.154:6322$1920x1080
CCTV-15,http://enlen.vip:4022/rtp/239.200.201.112:8496$1920x1080
CCTV-15,http://106.111.74.38:10001/rtp/239.49.1.15:6000
CCTV-15,http://218.67.183.51:8888/rtp/225.1.2.194:5002
CCTV-15,http://60.169.42.1:4000/rtp/238.1.78.222:7648
CCTV-15,http://121.239.191.168:8888/rtp/239.49.1.15:6000
CCTV-15,http://121.227.3.59:5555/rtp/239.49.1.15:6000
CCTV-15,http://117.67.8.236:4000/rtp/238.1.78.222:7648
CCTV-15,http://117.85.24.13:8800/rtp/239.49.1.15:6000
CCTV-15,http://180.114.228.248:8800/rtp/239.49.1.15:6000
CCTV-15,http://117.90.158.212:8800/rtp/239.49.1.15:6000
CCTV-15,http://27.11.56.206:8010/rtp/225.0.4.220:7980
CCTV-15,http://27.10.76.34:8001/rtp/225.0.4.220:7980
CCTV-15,http://27.10.76.34:8006/rtp/225.0.4.220:7980
CCTV-16,http://114.243.101.49:8822/rtp/239.3.1.184:8001$1920x1080
CCTV-16,http://114.243.105.128:8822/rtp/239.3.1.184:8001$1920x1080
CCTV-16,http://218.67.183.51:8888/rtp/225.1.2.237:5002
CCTV-16,http://60.220.163.12:4000/rtp/226.0.2.169:9264
CCTV-16,http://119.98.124.146:4022/rtp/239.69.1.247:11124
CCTV-16,http://222.138.212.223:9999/rtp/225.1.5.46:1356
CCTV-16,http://60.220.167.245:8083/rtp/226.0.2.169:9264
CCTV-16,http://118.79.114.87:6001/rtp/226.0.2.169:9264
CCTV-16,http://219.145.19.114:5554/rtp/239.111.205.134:5140
CCTV-16,http://219.145.19.55:5555/rtp/239.111.205.134:5140
CCTV-16,http://118.79.114.52:6001/rtp/226.0.2.169:9264
CCTV-16,http://27.19.120.173:3520/rtp/239.69.1.247:11124
CCTV-16,http://123.120.8.52:4022/rtp/239.3.1.183:8001
CCTV-16,http://123.120.8.52:4022/rtp/239.3.1.184:8001
CCTV-16,http://117.32.84.221:8014/rtp/239.111.205.134:5140
CCTV-17,http://60.7.56.33:4000/rtp/239.253.93.150:6318$1920x1080
CCTV-17,http://171.213.195.171:5555/rtp/239.93.0.92:5140$1920x1080
CCTV-17,http://180.117.245.212:4022/rtp/239.49.1.7:6000$720x576
CCTV-17,http://106.111.74.38:10001/rtp/239.49.1.7:6000
CCTV-17,http://218.67.183.51:8888/rtp/225.1.2.52:5002
CCTV-17,http://60.169.42.1:4000/rtp/238.1.78.178:7296
CCTV-17,http://121.239.191.168:8888/rtp/239.49.1.7:6000
CCTV-17,http://121.227.3.59:5555/rtp/239.49.1.7:6000
CCTV-17,http://117.67.8.236:4000/rtp/238.1.78.178:7296
CCTV-17,http://117.85.24.13:8800/rtp/239.49.1.7:6000
CCTV-17,http://180.114.228.248:8800/rtp/239.49.1.7:6000
CCTV-17,http://117.90.158.212:8800/rtp/239.49.1.7:6000
CCTV-17,http://27.11.56.206:8010/rtp/225.0.4.179:7980
CCTV-17,http://27.10.76.34:8001/rtp/225.0.4.179:7980
CCTV-17,http://27.10.76.34:8006/rtp/225.0.4.179:7980
卫视频道,#genre#
广东卫视,http://117.67.8.236:4000/rtp/238.1.78.161:7160$1920x1080
广东卫视,http://106.111.74.38:10001/rtp/239.49.1.39:6000
广东卫视,http://106.111.74.38:10001/rtp/239.49.8.143:6000
广东卫视,http://218.67.183.51:8888/rtp/225.1.1.116:5002
广东卫视,http://60.169.42.1:4000/rtp/238.1.78.161:7160
广东卫视,http://121.239.191.168:8888/rtp/239.49.1.39:6000
广东卫视,http://121.239.191.168:8888/rtp/239.49.8.143:6000
广东卫视,http://121.227.3.59:5555/rtp/239.49.1.39:6000
广东卫视,http://121.227.3.59:5555/rtp/239.49.8.143:6000
广东卫视,http://117.67.8.236:4000/rtp/238.1.78.161:7160
广东卫视,http://117.85.24.13:8800/rtp/239.49.1.39:6000
广东卫视,http://117.85.24.13:8800/rtp/239.49.8.143:6000
广东卫视,http://180.114.228.248:8800/rtp/239.49.1.39:6000
广东卫视,http://117.90.158.212:8800/rtp/239.49.1.39:6000
广东卫视,http://180.114.228.248:8800/rtp/239.49.8.143:6000
浙江卫视,http://sweetown.fun:4000/rtp/239.3.1.137:8036$1920x1080
浙江卫视,http://171.213.195.171:5555/rtp/239.93.0.124:5140$1920x1080
浙江卫视,http://117.67.8.236:4000/rtp/238.1.78.164:7184$1920x1080
浙江卫视,http://106.111.74.38:10001/rtp/239.49.1.34:6000
浙江卫视,http://106.111.74.38:10001/rtp/239.49.8.139:6000
浙江卫视,http://218.67.183.51:8888/rtp/225.1.1.112:5002
浙江卫视,http://60.169.42.1:4000/rtp/238.1.78.164:7184
浙江卫视,http://121.239.191.168:8888/rtp/239.49.1.34:6000
浙江卫视,http://121.239.191.168:8888/rtp/239.49.8.139:6000
浙江卫视,http://121.227.3.59:5555/rtp/239.49.1.34:6000
浙江卫视,http://121.227.3.59:5555/rtp/239.49.8.139:6000
浙江卫视,http://117.67.8.236:4000/rtp/238.1.78.164:7184
浙江卫视,http://117.85.24.13:8800/rtp/239.49.1.34:6000
浙江卫视,http://117.85.24.13:8800/rtp/239.49.8.139:6000
浙江卫视,http://180.114.228.248:8800/rtp/239.49.1.34:6000
湖南卫视,http://sweetown.fun:4000/rtp/239.3.1.132:8012$1920x1080
湖南卫视,http://106.111.74.38:10001/rtp/239.49.1.38:6000
湖南卫视,http://106.111.74.38:10001/rtp/239.49.8.142:6000
湖南卫视,http://218.67.183.51:8888/rtp/225.1.1.114:5002
湖南卫视,http://60.169.42.1:4000/rtp/238.1.78.160:7152
湖南卫视,http://121.239.191.168:8888/rtp/239.49.1.38:6000
湖南卫视,http://121.239.191.168:8888/rtp/239.49.8.142:6000
湖南卫视,http://121.227.3.59:5555/rtp/239.49.1.38:6000
湖南卫视,http://121.227.3.59:5555/rtp/239.49.8.142:6000
